COL_ID	A_ID	Author_Initials	Title	City	Year	Sovremennik	OZ	CO	MN	Telescope	JMNP	SP	BdCH
COL_1	A-1	А. Я-в	Кривой бес. Русская сказка [Стихотворения]	СПб.	1835	NA	NA	NA	NA	NA	NA	NA	1835. Т. 11. С. 1
COL_2	A-2	Баратынский Е.А.	Сочинения Е. Баратынского	М.	1835	NA	NA	NA	NA	1835. Ч. 27. № 8. С. 123-137. (В. Белинский)	NA	NA	NA
COL_3	A-3	Венгер Н.	Сочинения Николая Венгера в стихах и прозе	М.	1835	NA	NA	NA	NA	NA	NA	NA	NA
COL_4	A-4	Деларю М.Д.	Опыты в стихах Михаила Деларю	СПб.	1835	NA	NA	NA	NA	NA	NA	1835. № 101. 8 мая. С. 401-402	1835. Т. 10. С. 30-31
COL_5	A-5	Зилов А.М.	Стихотворения Алексея Зилова [Тетрадь 1-я]	М.	1835	NA	NA	NA	NA	NA	NA	1835. № 114. 24 мая. С. 453-454	1835. Т. 10. С. 29-30
COL_6	A-6	Кожухов Н.	Переводы с французского прозою, и сочинения в стихах Н. Кожухова	М.	1835	NA	NA	NA	NA	NA	NA	NA	1835. Т. 12. С. 3
COL_7	A-7	Кольцов А.В.	Стихотворения Алексея Кольцова	М.	1835	NA	NA	1836. Ч. 176. № 12. С. 259-272; № 13. С. 309-324 (Я. Неверов)	NA	1835. Ч. 27. С. 470-483. В. Белинский	1836. Ч. 9. № 3. С. 653-658	1835. № 290. 20 дек. С. 1157-1158	NA
COL_8	A-8	Лебедев В.	Осенний вечер	СПб.	1835	NA	NA	NA	NA	NA	NA	1835. № 272. 30 ноя. С. 1085-1087	1835. Т. 13. С. 20-25
COL_9	A-9	Меркли М.М.	Стихотворения Михаила Меркли	М.	1835	NA	NA	NA	NA	NA	1839. Ч. 23. Отд. VI. С. 118	NA	1835. Т. 9. C. 29; 1837. Т. 21. С. 3-4
COL_10	A-10	Мятлев И.П.	Собрание стихотворений	СПб.	1835	NA	NA	NA	NA	NA	NA	NA	1835. Т. 9. С. 23-27
COL_11	A-11	Пушкин А.С.	Стихотворения Александра Пушкина. Ч. 4.	СПб.	1835	NA	NA	NA	NA	NA	NA	NA	1835. Т. 12. С. 17-19
COL_12	A-12	Риль Ю.	Четыре русских песни / С аккомп. ф-п. посвященные Ее Сиятельству Графине Наталье Павловне Строгоновой Ю. Рилем.	СПб.	1835	NA	NA	NA	NA	NA	NA	NA	NA
COL_13	A-13	Геевский С.Л.	Сочинения и переводы в стихах С.Г.	Харьков	1835	NA	NA	NA	NA	NA	NA	NA	NA
COL_14	A-14	Савурский Н.	Весенняя ветка. Стихотворения	СПб.	1835	NA	NA	NA	NA	NA	NA	1835. № 241. 25 окт. С. 961-962	1835. Т. 12. С. 23
COL_15	A-15	Тимофеев А.В.	Песни. В 2 ч.	СПб.	1835	NA	NA	NA	1836. Ч. 6. Кн. 1. С. 90-91. (С. Шевырев)	Молва. 1836. № 2. С. 65-71	NA	1835. № 217. 27 сент. С. 865-867	1835. Т. 12. С. 19-23
COL_16	A-16	Топчибашев М. Д.	На памятник Императору Александру I. Два стихотворения на Персидском и турецком языках Мирзы Джафара Топчибашева	СПб.	1835	NA	NA	NA	NA	NA	NA	NA	1835. Т. 11. С. 2-3
COL_17	NA	NA	Стихотворение на столетие литейного дома с арсенала в Петербурге 1835 года 6 августа	СПб.	1835	NA	NA	NA	NA	NA	NA	NA	NA
COL_18	NA	NA	Шесть лет: Прощальная песнь воспитанников Имп. лицея в Царском селе	СПб.	1835	NA	NA	NA	NA	NA	NA	NA	NA
COL_141	A-17	Цитович Н.Д.	Басни Н. Цитовича	СПб.	1835	NA	NA	NA	NA	NA	NA	NA	1835. Т. 10. С. 32
COL_200	A-18	Бенедиктов В.Г.	Стихотворения Владимира Бенедиктова	СПб.	1835	NA	NA	NA	NA	1835. Ч. 27. № 10.  С. 357-387. В. Белинский	1836. Ч. 9. № 1. С. 192-199	1835. № 240. 24 окт. С. 957-959	1835. Т. 13. С.  1-3
COL_212	A-19	Жуковский В.А.	Стихотворения Василья Жуковского: В 8 ч. / Изд. 4-е.	СПб.	1835	NA	NA	NA	NA	NA	1836. Ч. 9. № 1. С. 180-192	NA	NA
COL_19	A-20	Аполлон де ***	Стихотворения Аполлона де ***	М.	1836	NA	NA	NA	NA	Молва. 1836. № ?. С. 63-64	1838. Ч. 20. № 12. С. 589	NA	1836. Т. 18. С. 8-9
COL_20	NA	NA	Стихотворения Владимира Бенедиктова / изд. 2-е	СПб.	1836	NA	NA	NA	NA	Молва. 1836. №?. С. 211-214	1838. Ч. 20. № 12. С. 589	1836. № 144. 26 июн. С. 573-576	1836. Т. 17. С. 1-2
COL_22	A-5	Зилов А.М.	Стихотворения Алексея Зилова. Тетрадь 2-я	М.	1836	NA	NA	NA	NA	NA	NA	NA	1836. Т. 17. С. 25
COL_23	А-22	NA	Стихотворения Дмитрия Кашкина	М.	1836	NA	NA	NA	NA	NA	NA	NA	1836. Т. 19. С. 37-41
COL_24	А-23	NA	Нравственные результаты XIX века, и стихотворения. Соч. Н. Лаврова	СПб.	1836	NA	NA	NA	NA	NA	NA	1836. № 104. 9 мая. С. 413-414	1836. Т. 16. С. 18-19
COL_25	А-24	NA	Стихотворения Алексея Мейснера	М.	1836	NA	NA	NA	NA	Молва. 1836. Ч. 12. С. 28-30	1838. Ч. 20. № 12. С. 589	1836. № 190. 21 авг. С. 757-759	1836. Т. 18. С. 6-8
COL_26	A-25	Муравьев Н.Н.	Некоторые из забав отдохновения… Ч. 2.	СПб.	1836	NA	NA	NA	NA	NA	NA	NA	NA
COL_27	A-26	Полежаев А.И.	Кальян. Стихотворения Полежаева / Изд. 2	М.	1836	NA	NA	NA	NA	Молва. 1836. № 5. С. 112-114	NA	NA	1836. Т. 15. С.  1-2
COL_28	A-27	Пуговишников А.М.	Песни, романсы и стихотворения А.П. / Изд. 2	М.	1836	NA	NA	NA	NA	Молва. 1836. № 2. С. 64-65	NA	NA	1837. Т. 20. С. 39-40
COL_29	A-28	Суханов М.Д.	Время не праздно. Стихотворения крестьянина М. Суханова	СПб.	1836	NA	NA	NA	NA	NA	1838. Ч. 20. № 12. С. 589	1836. № 148. 2 июл. С. 589	1836. Т. 17. С. 2-3
COL_30	А-28	NA	Мои сельские досуги	СПб.	1836	NA	NA	NA	NA	NA	1838. Ч. 20. № 12. С. 589	1836. № 253. 4 ноя. С. 1009-1010	1836. Т. 19. С. 42
COL_32	A-30	Тепляков В.Г.	Стихотворения Виктора Теплякова. Т. 2.	СПб.	1836	1836. Т. 3. С. 170-186	NA	NA	NA	NA	1838. Ч. 20. № 12. С. 589	NA	1837. Т. 20. С. 2, 29-35
COL_33	A-31	Тростин Х.Д.	Стихотворения Христофора Тростина	М.	1836	NA	NA	NA	NA	Молва. 1836. № ?. С. 87-88	NA	NA	1836. Т. 16. С.  1-2
COL_34	A-32	Цимбалин К.И.	Сказки и басни К. Цымбалина: В 5 кн.	СПб.	1836	NA	NA	NA	NA	Молва. 1836. № ?. С. 87-88	NA	NA	1836. Т. 18. С. 27-30
COL_35	NA	NA	Маскерад. Подарок прекрасному полу на 1837 год	СПб.	1836	NA	NA	NA	NA	NA	NA	1837. № 2. 4 янв. С. 5	1837. Т. 21. С. 7
COL_36	NA	NA	Мечты при луне. Стихотворения	М.	1836	NA	NA	NA	NA	NA	NA	NA	1837. Т. 20. С. 39
COL_37	A-29	Федоров Б.М.	Детский павильон. Книжка, содержащая в себе черты из русской истории, разные повести, разговоры, анекдоты, стихотворения, сказочки и проч., составленная на 1836 год Б. Федоровым / Изд. Брат. Матвея и Михаила Заикиных	СПб.	1836	NA	NA	NA	NA	NA	NA	NA	NA
COL_38	A-33	Кульчицкий А.	Надежда. Собрание сочинений в стихах и прозе / Изд. А. Кульчицкий	Харьков	1836	NA	NA	NA	NA	Молва. 1836. №?. С. 327	NA	NA	1836. Т. 17. С. 25-26
COL_39	NA	NA	Мое новоселье. Альманах на 1836 год, изд. В. Крыловским	СПб.	1836	1836. Т. 1. С. 313-314	NA	NA	NA	NA	NA	1836. № 44. 24 фев. С. 173-175	1836. Т. 15. С. 21-22
COL_41	NA	NA	Сонет на картину К.П. Брюллова	СПб.	1836	NA	NA	NA	NA	NA	NA	NA	NA
COL_142	NA	NA	Куплеты, петые в московском Английском клубе 14 ноября 1836, по случаю праздника, данного членами оного его сиятельству князю Дмитрию Владимировичу Голицыну	М.	1836	NA	NA	NA	NA	NA	NA	NA	NA
COL_143	A-34	Майков М.А.	Басни Михайла Майкова	Ярославль	1836	NA	NA	NA	NA	NA	NA	NA	NA
COL_206	NA	NA	Литературные занятия	СПб.	1836	NA	NA	NA	NA	NA	NA	NA	1836. Т. 16. С. 7-8
COL_213	NA	NA	Глас приветствия сирот своему попечителю отцу	М.	1836	NA	NA	NA	NA	NA	NA	NA	NA
COL_219	NA	NA	Хвалебное приношение веры новопрославленному Святителю Митрофану, Епископу Воронежскому. Стихотворение в пяти песнях	М.	1836	NA	NA	NA	NA	NA	1838. Ч. 20. № 12. С. 589	NA	NA
COL_42	A-36	Бахтурин К.А.	Стихотворения Константина Бахтурина	СПб.	1837	NA	NA	1837. Ч. 187. № 17. С. 114	NA	NA	1839. Ч. 23. Отд. VI. С. 118	1837. № 170. 31 июл. С. 677-680	1837. Т. 24. С. 1-4
COL_43	A-37	Бернет Е.	Стихи Е. Бернета	СПб.	1837	NA	NA	1837. Ч. 187. № 17. С. 110-114	NA	NA	1839. Ч. 23. Отд. VI. С. 118	1837. № 207. 16 сент. С. 825-827	1837. Т. 23. С. 40-42
COL_44	A-38	Бороздна И.П.	Поэтические очерки Украины, Одессы и Крыма: Письма в стихах к гр. В.П. З[авадскому], Ивана Бороздны	М.	1837	NA	NA	1837. Ч. 186. № 15. С. 341-348	NA	NA	NA	1837. № 185. 19 авг. С. 737-740	1837. Т. 24. С. 4-6
COL_45	A-39	Бутырский Н.И.	И моя доля в сонетах. В 2 ч. Соч. Бутырского	СПб.	1837	NA	NA	NA	NA	NA	NA	1837. № 128. 11 июн. С. 505-506	1837. Т. 23. С. 35-40
COL_46	A-40	Быстроглазов А.	Стихотворения А. Быстроглазова. В 2 ч.	СПб.	1837	NA	NA	NA	NA	NA	NA	NA	1836. Т. 19. С. 41-42; Т. 20. С. 38-39
COL_47	A-41	Глинка Ф.Н.	Воспоминание о пиитической жизни Пушкина. Посвящена отцу поэта	М.	1837	NA	NA	NA	NA	NA	1839. Ч. 23. Отд. VI. С. 118	1837. № 100. 7 мая. С. 397	1837. Т. 22. С. 4
COL_48	A-42	Грен Н.	Вечера минувшей осени	СПб.	1837	NA	NA	NA	NA	NA	1839. Ч. 23. Отд. VI. С. 125	1837. № 142. 28 июн. С. 565-567	1837. Т. 22. С. 5-6
COL_49	A-43	Дьячков С.П.	Букет цветов или разные стихотворения, элегические романсы и песни для прекрасных девиц. Соч. С. Дьячковым	СПб.	1837	NA	NA	NA	NA	NA	NA	NA	1837. Т. 25. С. 50-51
COL_50	A-44	Кашаев В.	Стихотворения Виктора Кашаева	М.	1837	NA	NA	NA	NA	NA	NA	1837. № 188. 23 авг. С. 749	1837. Т. 23. С. 47-49
COL_51	A-45	Мартынов А.	Поэтические произведения А. Мартынова. В 3-х кн.	СПб.	1837	NA	NA	NA	NA	NA	NA	NA	1837. Т. 25. С. 46-48
COL_52	A-46	Подолинский А.И.	Повести и мелкие стихотворения А. Подолинского. Ч. 2. Мелкие стихотворения	СПб.	1837	NA	NA	1837. Ч. 188. № 21. С. 60-68	NA	NA	1839. Ч. 23. Отд. VI. С. 118	1837. № 166. 27 июл. С. 661-663	1837. Т. 21. С. 36-39
COL_53	A-47	Скосырев К.	Стихотворения Константина Скосырева	М.	1837	NA	NA	1838. Т. 2. Отд. 4. С. 78	NA	NA	NA	1838. № 5. 7 янв. С. 19	1838. Т. 26. С. 1-2
COL_54	A-48	Смирнова А.	Собрание различных стихотворений. Соч. Анны Смирновой. Изд. 1-е	СПб.	1837	NA	NA	NA	NA	NA	1839. Ч. 23. Отд. VI. С. 118	NA	1837. Т. 25. С. 48-49
COL_55	A-49	Соколовский В.И.	Мироздание [Опыт духовного стихотворения]. Изд. 2-е	СПб.	1837	NA	NA	1837. Ч. 185. № 11. С. 304-318	NA	NA	NA	1837. № 135. 19 июн. С. 537-540	1837. Т. 25. С. 43-46
COL_56	A-15	Тимофеев А.В.	Опыты ч.1-3	СПб.	1837	NA	NA	1837. Ч. 184. № 7. С. 368-376	NA	NA	NA	NA	1837. Т. 21. С. 10-12
COL_57	A-50	Якубович Л.А.	Стихотворения Лукьяна Якубовича	СПб.	1837	NA	NA	1837. Ч. 185. № 9. С. 58-68	NA	NA	1839. Ч. 23. Отд. VI. С. 118	1837. № 93. 29 апр. С. 369-371; № 94. 30 апр. С. 373-375	1837. Т. 23. С. 1-4
COL_58	NA	NA	Стихи на открытие типографии	СПб.	1837	NA	NA	NA	NA	NA	NA	NA	NA
COL_59	A-65	Владиславлев В.А.	Альманах на 1838 год составленный из литературных трудов и проч. Владиславлева	СПб.	1837	1838. Т. 9. С.  85-87	NA	1838. Т. 1. № 2. С. 135-136	NA	NA	NA	1838. № 4. 5 янв. С. 15	1838. Т. 26. С. 44-46
COL_146	A-51	Стромилов С.И.	XII сонетов С. Стромилова	М.	1837	NA	NA	NA	NA	NA	1839. Ч. 23. Отд. VI. С. 118	1838. № 9. 12 янв. С. 34-35	1838. Т. 26. С. 47-48
COL_147	NA	NA	Звезда любви (L’etoile d’amour). Подарок прелестному полу	М.	1837	1838. Т. 11. С. 61-62	NA	1838. Т. 4. Отд. 4. С. 56-57	NA	NA	NA	1838. № 198. С. 791	NA
COL_148	A-52	Громов И.	Мой кальян: Стихотворения И. Громова	М.	1837	NA	NA	NA	NA	NA	NA	1837. № 289. 20 дек. С. 1152	1837. Т. 25. С. 4-6
COL_149	A-53	Пустельгин	Мои пенаты: Стихотворения Пустельгина	СПб.	1837	NA	NA	NA	NA	NA	NA	NA	1837. Т. 22. С. 13
COL_150	A-54	Магденко А.	Стихотворения Андрея Магденки / Изд. 2.	СПб.	1837	NA	NA	NA	NA	NA	NA	NA	1837. Т. 22. С. 13
COL_151	NA	NA	Стихотворения молодого Черкеса	М.	1837	NA	NA	NA	NA	NA	NA	NA	1837. Т. 21. С. 3
COL_152	A-55	Мысовский-Светогорский С.Д.	Элиза: Элегия	М.	1837	NA	NA	NA	NA	NA	1839. Ч. 23. Отд. VI. С. 118	NA	1837. Т. 22. С. 11-12
COL_153	A-56	Петров И.М.	Стихотворения И. Петрова. Книга 1-я, содержащая эпиграммы	М.	1837	NA	NA	NA	NA	NA	NA	NA	1837. Т. 22. С. 11-12
COL_154	A-57	Веревкин Н.Ф.	Солдатские песни первого пехотного корпуса	Вильна	1837	NA	NA	NA	NA	NA	NA	NA	NA
COL_207	A-58	Шаршавый П.Я.	Цевница, на 1837 год. Соч. Шаршавого	СПб.	1837	NA	NA	NA	NA	NA	1839. Ч. 23. Отд. VI. С. 125	1837. № 130. 14 июн. С. 517-519	1837. Т. 23. С. 8-9
COL_209	NA	NA	Старичок-весельчак, рассказывающий давние Московские были	М.	1837	NA	NA	NA	NA	NA	NA	NA	1837. Т. 24. С. 39-42
COL_214	A-59	Орлов А.А.	Померцающая луна или покорения Брамлова. Героическая песнь	М.	1837	NA	NA	NA	NA	NA	NA	NA	NA
COL_221	NA	NA	Минерва, на 1837 год	М.	1837	NA	NA	NA	NA	NA	1839. Ч. 23. Отд. VI. С. 125	NA	1837. Т. 22. С. 5-6
COL_60	A-60	Аладьина Е.В.	Сочинения Е.В.А…	СПб.	1838	NA	1839. Т. 2. № 2. Отд. 7. С. 19-20	NA	NA	NA	NA	NA	NA
COL_61	A-18	Бенедиктов В.Г.	Стихотворения В. Бенедиктова. Кн. 2.	СПб.	1838	1838. Т. 9. С. 87-90	1839. Т. 1. № 1. Отд. 7. С. 14	1838. Т. 2. Отд. 4. С. 86-96	NA	NA	NA	1838. № 14. 18 янв. С. 55	1838. Т. 26. С. 44-46
COL_62	A-61	Бестужев А.А. (Марлинский)	Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е	СПб.	1838	NA	NA	NA	NA	NA	NA	1838. № 228. С. 907	NA
COL_63	A-62	Бобылев Н.И.	Невский альбом: Опыты в стихах и прозе	СПб.	1838	1838. Т. 12. С. 70-71	NA	1838. Т. 5. Отд. 4. С. 61-62	NA	NA	NA	NA	NA
COL_64	A-63	Вердеревский А.	Стихотворения Александра Вердеревского	М.	1838	1838. Т. 12. С. 69	NA	1838. Т. 5. Отд. 4. С. 60-61	NA	NA	NA	NA	NA
COL_65	A-64	Веронов	Стихотворения Веронова	СПб.	1838	1839. Т. 14. С. 32-33	NA	1838. Т. 6. № 12. Отд. 4. С. 123-124	NA	NA	NA	NA	1839. Т. 32. С. 1-6
COL_66	A-65	Владиславлев В.А.	Утренняя заря Альманах Владиславлева на 1839 год	СПб.	1838	1839. Т. 13. С. 59-61	1839. Т. 2. № 2. Отд. 7. С. 1-12	1839. Т. 7. № 1. Отд. 4. С. 65-67	NA	NA	NA	1839. № 1. С. 2-3	NA
COL_67	A-66	Демидов М.А.	Разные разности. Стихотворения М. Демидова	М.	1838	1838. Т. 12. С. 69-70	NA	1838. Т. 4. Отд. 4. С. 125	NA	NA	NA	1839. № 159. С. 635	NA
COL_68	A-67	Доброхотов Ф.	Взгляд на поэзию Феофила Доброхотова	М.	1838	1839. Т. 13. С. 69-70	NA	NA	NA	NA	NA	NA	1838. Т. 31. С. 59-60
COL_69	A-68	Долгоруков А.В.	Поэзия Алексея Москвитянина [псевд.]	М.	1838	1838. Т. 12. С. 69-70	NA	1838. Т. 4. Отд. 4. С. 122-125	NA	NA	NA	NA	NA
COL_70	A-69	Карелин И.М.	Весенние мечты: Стихотворения Ильи Карелина	М.	1838	1838. Т. 11. С. 61-62	NA	NA	NA	NA	NA	NA	1838. Т. 29. С. 28
COL_72	A-71	Краснов С.	Стихи. Поэт и Мулла. Соч. Стахия Краснова [от поручика Краснова. 18 стр]	М.	1838	1839. Т. 14. С. 32-33	1839. Т. 2. № 3. Отд. 7. С. 144	NA	NA	NA	NA	NA	NA
COL_73	A-72	Леонов А.А.	Стихотворения А. Леонова. 1834-1838	Харьков	1839	NA	1839. Т. 5. Отд. 7. С. 131	1840. Т. 1. Кн. 3. С. 661-662	NA	NA	NA	NA	1840. Т. 38. С. 31
COL_74	A-73	Максимов М.И.	Патриотические песни: С прил. нот для пения и фортепиано / Соч. Михаила Максимова	СПб.	1838	NA	NA	NA	NA	NA	1838. Ч. 20. № 12. С. 589	1836. № 129. 9 июн. С. 513; 1838. № 277. С. 1106-1107	1836. Т. 17. С. 4; 1838. Т. 31. С. 60 (рец. на третье изд.)
COL_75	A-74	Марков М.А.	Мечты и были	СПб.	1838	1838. Т. 10. С. 61	NA	1838. Т. 2. Отд. 4. С. 163-164	NA	NA	NA	1838. № 93. 27 апр. С. 371	1838. Т. 28. С. 45-51
COL_76	A-75	Анисимова Д.А.	Стихи бедной девицы, слепой дочери деревенского пономаря, сообщенные в Императорскую Российскую Академию, и от ней изданные	СПб.	1838	1838. Т. 12. С. 70	NA	NA	NA	NA	NA	NA	NA
COL_78	A-26	Полежаев А.И.	Арфа: Стихотворения Александра Полежаева	М.	1838	1838. Т. 10. С. 62	NA	NA	NA	NA	NA	1838. № 185. С. 738-739	1838. Т. 28. С. 5-7
COL_79	A-77	Сушков Д.П.	Стихотворения Д. Сушкова	СПб.	1838	1838. Т. 12. С. 67-68	NA	1838. Т. 5. Отд. 4. С. 139-140	NA	NA	NA	1838. № 231. С. 923	1838. Т. 31. С. 1-11
COL_80	A-78	Теплова Н.С.	Стихотворения Н. Тепловой. Изд. 2, умноженное	М.	1838	NA	1839. Т. 1. № 1. Отд. 7. С. 14	NA	NA	NA	NA	1838. № 277. С. 1106-1107	NA
COL_82	A-79	Молчанова В.	Стихотворения, сочиненные девицей B.М.	СПб.	1838	1838. Т. 12. С. 70	NA	NA	NA	NA	NA	NA	NA
COL_83	A-132	М.Д.	И то и се или собрание сочинений в стихах и прозе М.Д.	М.	1838	1839. Т. 13. С. 69-70	NA	NA	NA	NA	NA	NA	1838. Т. 31. С. 59-60
